brand;package;type;startdatum;inflow;inflow_winback;inflow_transformers;outflow_switchers;outflow_transformers;inflow_regular
DS;DIGI;BASE;31/03/2020;119;5.0;161.0;119.0;43.0;37.0
DS;DIGI;BASE;30/04/2020;107;11.0;303.0;93.0;37.0;40.0
DS;DIGI;BASE;31/05/2020;105;6.0;631.0;95.0;22.0;27.0
DS;DIGI;BASE;30/06/2020;111;3.0;564.0;113.0;25.0;25.0
DS;DIGI;BASE;31/07/2020;96;8.0;166.0;85.0;21.0;29.0
DS;DIGI;BASE;31/08/2020;68;2.0;117.0;68.0;7.0;17.0
DS;DIGI;BASE;30/09/2020;16;0.0;5.0;25.0;5.0;0.0
DS;DIGI;BASE;31/10/2020;0;0.0;0.0;1.0;0.0;0.0
DS;DIGI;BASE;30/11/2020;1;0.0;0.0;1.0;0.0;0.0
DS;DIGI;BASE;31/12/2020;0;0.0;0.0;4.0;1.0;0.0
DS;DIGI;BASE;31/01/2021;0;0.0;0.0;1.0;0.0;0.0
DS;DIGI;BASE;28/02/2021;2;0.0;1.0;3.0;2.0;0.0
DS;DIGI;PROMO;28/02/2015;1;0.0;0.0;1.0;8.0;80.0
DS;DIGI;PROMO;31/03/2015;2;0.0;2.0;6.0;6.0;137.0
DS;DIGI;PROMO;30/04/2015;1;1.0;3.0;4.0;12.0;80.0
DS;DIGI;PROMO;31/05/2015;2;1.0;5.0;3.0;14.0;82.0
DS;DIGI;PROMO;30/06/2015;3;2.0;5.0;6.0;10.0;38.0
DS;DIGI;PROMO;31/07/2015;3;0.0;10.0;7.0;9.0;23.0
DS;DIGI;PROMO;31/08/2015;1;0.0;20.0;4.0;9.0;19.0
DS;DIGI;PROMO;30/09/2015;2;0.0;32.0;7.0;13.0;38.0
DS;DIGI;PROMO;31/10/2015;4;1.0;27.0;9.0;12.0;16.0
DS;DIGI;PROMO;30/11/2015;1;0.0;14.0;11.0;11.0;17.0
DS;DIGI;PROMO;31/12/2015;2;0.0;14.0;8.0;14.0;9.0
DS;DIGI;PROMO;31/01/2016;7;2.0;15.0;8.0;17.0;26.0
DS;DIGI;PROMO;29/02/2016;5;2.0;22.0;9.0;19.0;13.0
DS;DIGI;PROMO;31/03/2016;4;1.0;16.0;12.0;21.0;17.0
DS;DIGI;PROMO;30/04/2016;7;2.0;29.0;18.0;20.0;19.0
DS;DIGI;PROMO;31/05/2016;4;2.0;25.0;11.0;19.0;27.0
DS;DIGI;PROMO;30/06/2016;8;5.0;40.0;14.0;14.0;20.0
DS;DIGI;PROMO;31/07/2016;8;5.0;24.0;12.0;12.0;26.0
DS;DIGI;PROMO;31/08/2016;9;3.0;26.0;15.0;18.0;23.0
DS;DIGI;PROMO;30/09/2016;13;7.0;27.0;10.0;16.0;38.0
DS;DIGI;PROMO;31/10/2016;10;4.0;23.0;13.0;23.0;16.0
DS;DIGI;PROMO;30/11/2016;14;8.0;135.0;16.0;25.0;37.0
DS;DIGI;PROMO;31/12/2016;11;2.0;84.0;16.0;28.0;19.0
DS;DIGI;PROMO;31/01/2017;17;3.0;34.0;19.0;30.0;13.0
DS;DIGI;PROMO;28/02/2017;17;8.0;22.0;15.0;16.0;7.0
DS;DIGI;PROMO;31/03/2017;18;4.0;46.0;15.0;21.0;48.0
DS;DIGI;PROMO;30/04/2017;19;7.0;38.0;24.0;20.0;55.0
DS;DIGI;PROMO;31/05/2017;19;7.0;54.0;17.0;19.0;49.0
DS;DIGI;PROMO;30/06/2017;11;6.0;35.0;10.0;21.0;39.0
DS;DIGI;PROMO;31/07/2017;13;7.0;35.0;11.0;18.0;49.0
DS;DIGI;PROMO;31/08/2017;15;10.0;58.0;9.0;8.0;73.0
DS;DIGI;PROMO;30/09/2017;16;3.0;102.0;17.0;28.0;35.0
DS;DIGI;PROMO;31/10/2017;6;3.0;76.0;22.0;22.0;38.0
DS;DIGI;PROMO;30/11/2017;14;7.0;98.0;7.0;11.0;67.0
DS;DIGI;PROMO;31/12/2017;7;2.0;94.0;14.0;24.0;60.0
DS;DIGI;PROMO;31/01/2018;15;5.0;99.0;23.0;16.0;38.0
DS;DIGI;PROMO;28/02/2018;18;6.0;73.0;17.0;17.0;45.0
DS;DIGI;PROMO;31/03/2018;15;5.0;102.0;26.0;26.0;35.0
DS;DIGI;PROMO;30/04/2018;16;6.0;69.0;19.0;20.0;32.0
DS;DIGI;PROMO;31/05/2018;8;4.0;48.0;13.0;15.0;32.0
DS;DIGI;PROMO;30/06/2018;24;16.0;68.0;20.0;17.0;68.0
DS;DIGI;PROMO;31/07/2018;25;8.0;99.0;16.0;18.0;56.0
DS;DIGI;PROMO;31/08/2018;8;4.0;57.0;17.0;25.0;66.0
DS;DIGI;PROMO;30/09/2018;14;6.0;88.0;19.0;24.0;42.0
DS;DIGI;PROMO;31/10/2018;23;12.0;87.0;26.0;23.0;55.0
DS;DIGI;PROMO;30/11/2018;16;7.0;87.0;15.0;15.0;62.0
DS;DIGI;PROMO;31/12/2018;18;7.0;80.0;20.0;18.0;38.0
DS;DIGI;PROMO;31/01/2019;16;6.0;101.0;13.0;13.0;52.0
DS;DIGI;PROMO;28/02/2019;13;8.0;56.0;18.0;23.0;31.0
DS;DIGI;PROMO;31/03/2019;30;13.0;63.0;34.0;23.0;49.0
DS;DIGI;PROMO;30/04/2019;29;11.0;40.0;26.0;24.0;39.0
DS;DIGI;PROMO;31/05/2019;19;9.0;42.0;22.0;17.0;34.0
DS;DIGI;PROMO;30/06/2019;22;12.0;123.0;14.0;27.0;41.0
DS;DIGI;PROMO;31/07/2019;33;20.0;209.0;19.0;17.0;35.0
DS;DIGI;PROMO;31/08/2019;11;6.0;108.0;12.0;22.0;41.0
DS;DIGI;PROMO;30/09/2019;22;7.0;144.0;50.0;41.0;43.0
DS;DIGI;PROMO;31/10/2019;40;23.0;244.0;36.0;39.0;35.0
DS;DIGI;PROMO;30/11/2019;28;12.0;175.0;15.0;21.0;30.0
DS;DIGI;PROMO;31/12/2019;10;3.0;136.0;24.0;26.0;44.0
DS;DIGI;PROMO;31/01/2020;17;8.0;208.0;17.0;19.0;39.0
DS;DIGI;PROMO;29/02/2020;29;11.0;311.0;25.0;45.0;49.0
DS;DIGI;PROMO;31/03/2020;45;16.0;149.0;14.0;27.0;91.0
DS;DIGI;PROMO;30/04/2020;54;18.0;228.0;18.0;16.0;103.0
DS;DIGI;PROMO;31/05/2020;40;16.0;606.0;9.0;9.0;56.0
DS;DIGI;PROMO;30/06/2020;26;11.0;1062.0;10.0;11.0;63.0
DS;DIGI;PROMO;31/07/2020;22;5.0;704.0;13.0;7.0;47.0
DS;DIGI;PROMO;31/08/2020;18;7.0;182.0;7.0;7.0;28.0
DS;DIGI;PROMO;30/09/2020;1;1.0;2.0;0.0;2.0;0.0
DS;DIGI;PROMO;31/10/2020;0;0.0;0.0;1.0;0.0;0.0
DS;DIGI;PROMO;30/11/2020;0;0.0;1.0;0.0;1.0;0.0
DS;DIGI;PROMO;31/12/2020;1;0.0;1.0;0.0;1.0;0.0
DS;DIGI;PROMO;31/01/2021;0;0.0;0.0;0.0;0.0;0.0
DS;DIGI;PROMO;28/02/2021;1;0.0;1.0;2.0;1.0;0.0
DS;DIGI;STUDENTS;28/02/2015;1;0.0;0.0;0.0;0.0;0.0
DS;DIGI;STUDENTS;31/03/2015;1;0.0;0.0;2.0;1.0;0.0
DS;DIGI;STUDENTS;30/04/2015;1;0.0;2.0;1.0;0.0;0.0
DS;DIGI;STUDENTS;31/05/2015;1;0.0;1.0;1.0;0.0;0.0
DS;DIGI;STUDENTS;30/06/2015;1;0.0;2.0;1.0;0.0;0.0
DS;DIGI;STUDENTS;31/07/2015;0;0.0;1.0;0.0;0.0;0.0
DS;DIGI;STUDENTS;31/08/2015;2;0.0;0.0;2.0;0.0;0.0
DS;DIGI;STUDENTS;30/09/2015;0;0.0;0.0;0.0;0.0;0.0
DS;DIGI;STUDENTS;31/10/2015;0;0.0;0.0;1.0;0.0;0.0
DS;DIGI;STUDENTS;30/11/2015;0;0.0;0.0;2.0;1.0;0.0
DS;DIGI;STUDENTS;31/12/2015;0;0.0;0.0;0.0;0.0;0.0
DS;DIGI;STUDENTS;31/01/2016;0;0.0;0.0;0.0;0.0;0.0
DS;DIGI;STUDENTS;29/02/2016;0;0.0;0.0;1.0;0.0;0.0
DS;DIGI;STUDENTS;31/03/2016;0;0.0;0.0;1.0;1.0;0.0
DS;DIGI;STUDENTS;30/04/2016;0;0.0;0.0;1.0;0.0;0.0
DS;DIGI;STUDENTS;31/05/2016;0;0.0;0.0;0.0;0.0;0.0
DS;DIGI;STUDENTS;30/06/2016;0;0.0;0.0;1.0;1.0;0.0
DS;DIGI;STUDENTS;31/07/2016;0;0.0;0.0;0.0;0.0;0.0
DS;DIGI;STUDENTS;31/08/2016;0;0.0;1.0;3.0;0.0;0.0
DS;DIGI;STUDENTS;30/09/2016;2;2.0;2.0;0.0;0.0;0.0
DS;DIGI;STUDENTS;31/10/2016;5;2.0;0.0;8.0;1.0;0.0
DS;DIGI;STUDENTS;30/11/2016;5;0.0;3.0;3.0;3.0;0.0
DS;DIGI;STUDENTS;31/12/2016;4;1.0;2.0;4.0;0.0;0.0
DS;DIGI;STUDENTS;31/01/2017;4;2.0;2.0;4.0;3.0;0.0
DS;DIGI;STUDENTS;28/02/2017;0;0.0;0.0;1.0;0.0;0.0
DS;DIGI;STUDENTS;31/03/2017;3;0.0;0.0;5.0;0.0;0.0
DS;DIGI;STUDENTS;30/04/2017;0;0.0;0.0;2.0;0.0;0.0
DS;DIGI;STUDENTS;31/05/2017;1;0.0;0.0;2.0;2.0;0.0
DS;DIGI;STUDENTS;30/06/2017;4;1.0;1.0;3.0;0.0;0.0
DS;DIGI;STUDENTS;31/07/2017;2;2.0;1.0;4.0;1.0;0.0
DS;DIGI;STUDENTS;31/08/2017;4;2.0;1.0;3.0;1.0;0.0
DS;DIGI;STUDENTS;30/09/2017;5;1.0;1.0;7.0;1.0;0.0
DS;DIGI;STUDENTS;31/10/2017;5;2.0;3.0;2.0;0.0;0.0
DS;DIGI;STUDENTS;30/11/2017;1;0.0;0.0;5.0;1.0;0.0
DS;DIGI;STUDENTS;31/12/2017;3;0.0;1.0;6.0;3.0;0.0
DS;DIGI;STUDENTS;31/01/2018;0;0.0;1.0;1.0;1.0;0.0
DS;DIGI;STUDENTS;28/02/2018;8;2.0;2.0;4.0;0.0;0.0
DS;DIGI;STUDENTS;31/03/2018;8;4.0;4.0;5.0;1.0;1.0
DS;DIGI;STUDENTS;30/04/2018;3;2.0;2.0;4.0;2.0;0.0
DS;DIGI;STUDENTS;31/05/2018;0;0.0;1.0;2.0;2.0;0.0
DS;DIGI;STUDENTS;30/06/2018;5;2.0;3.0;4.0;0.0;0.0
DS;DIGI;STUDENTS;31/07/2018;2;1.0;0.0;1.0;1.0;0.0
DS;DIGI;STUDENTS;31/08/2018;5;0.0;2.0;4.0;1.0;0.0
DS;DIGI;STUDENTS;30/09/2018;4;0.0;0.0;5.0;1.0;0.0
DS;DIGI;STUDENTS;31/10/2018;10;2.0;4.0;7.0;1.0;0.0
DS;DIGI;STUDENTS;30/11/2018;6;1.0;3.0;4.0;2.0;0.0
DS;DIGI;STUDENTS;31/12/2018;6;2.0;2.0;3.0;2.0;0.0
DS;DIGI;STUDENTS;31/01/2019;3;1.0;0.0;2.0;0.0;0.0
DS;DIGI;STUDENTS;28/02/2019;10;3.0;3.0;7.0;1.0;0.0
DS;DIGI;STUDENTS;31/03/2019;2;0.0;0.0;4.0;0.0;0.0
DS;DIGI;STUDENTS;30/04/2019;4;0.0;0.0;3.0;0.0;0.0
DS;DIGI;STUDENTS;31/05/2019;4;0.0;2.0;4.0;0.0;0.0
DS;DIGI;STUDENTS;30/06/2019;4;1.0;3.0;4.0;2.0;0.0
DS;DIGI;STUDENTS;31/07/2019;8;1.0;3.0;6.0;0.0;0.0
DS;DIGI;STUDENTS;31/08/2019;4;0.0;0.0;5.0;1.0;0.0
DS;DIGI;STUDENTS;30/09/2019;5;0.0;3.0;2.0;1.0;0.0
DS;DIGI;STUNT;31/03/2015;1;0.0;1.0;2.0;18.0;0.0
DS;DIGI;STUNT;30/04/2015;0;0.0;3.0;11.0;36.0;0.0
DS;DIGI;STUNT;31/05/2015;1;0.0;3.0;12.0;25.0;0.0
DS;DIGI;STUNT;30/06/2015;1;1.0;2.0;13.0;29.0;46.0
DS;DIGI;STUNT;31/07/2015;4;1.0;6.0;12.0;23.0;107.0
DS;DIGI;STUNT;31/08/2015;2;1.0;5.0;10.0;20.0;80.0
DS;DIGI;STUNT;30/09/2015;7;6.0;12.0;13.0;18.0;146.0
DS;DIGI;STUNT;31/10/2015;4;4.0;10.0;17.0;32.0;112.0
DS;DIGI;STUNT;30/11/2015;7;5.0;14.0;23.0;40.0;158.0
DS;DIGI;STUNT;31/12/2015;6;4.0;7.0;17.0;27.0;101.0
DS;DIGI;STUNT;31/01/2016;12;9.0;22.0;9.0;28.0;250.0
DS;DIGI;STUNT;29/02/2016;5;4.0;12.0;11.0;27.0;122.0
DS;DIGI;STUNT;31/03/2016;4;3.0;11.0;21.0;29.0;178.0
DS;DIGI;STUNT;30/04/2016;12;6.0;16.0;19.0;31.0;162.0
DS;DIGI;STUNT;31/05/2016;12;7.0;19.0;20.0;31.0;251.0
DS;DIGI;STUNT;30/06/2016;14;6.0;26.0;16.0;32.0;260.0
DS;DIGI;STUNT;31/07/2016;16;12.0;27.0;9.0;22.0;225.0
DS;DIGI;STUNT;31/08/2016;11;6.0;18.0;12.0;20.0;116.0
DS;DIGI;STUNT;30/09/2016;5;4.0;6.0;15.0;30.0;110.0
DS;DIGI;STUNT;31/10/2016;22;13.0;42.0;14.0;19.0;118.0
DS;DIGI;STUNT;30/11/2016;4;2.0;6.0;14.0;22.0;61.0
DS;DIGI;STUNT;31/12/2016;1;0.0;3.0;20.0;24.0;50.0
DS;DIGI;STUNT;31/01/2017;4;1.0;6.0;16.0;27.0;13.0
DS;DIGI;STUNT;28/02/2017;1;1.0;3.0;17.0;30.0;15.0
DS;DIGI;STUNT;31/03/2017;7;3.0;10.0;16.0;24.0;28.0
DS;DIGI;STUNT;30/04/2017;11;6.0;15.0;14.0;21.0;15.0
DS;DIGI;STUNT;31/05/2017;6;3.0;6.0;18.0;25.0;28.0
DS;DIGI;STUNT;30/06/2017;4;2.0;4.0;9.0;19.0;32.0
DS;DIGI;STUNT;31/07/2017;8;4.0;11.0;13.0;23.0;77.0
DS;DIGI;STUNT;31/08/2017;20;16.0;38.0;9.0;10.0;191.0
DS;DIGI;STUNT;30/09/2017;11;4.0;17.0;25.0;21.0;125.0
DS;DIGI;STUNT;31/10/2017;12;7.0;18.0;26.0;30.0;146.0
DS;DIGI;STUNT;30/11/2017;15;8.0;28.0;14.0;24.0;170.0
DS;DIGI;STUNT;31/12/2017;13;9.0;23.0;19.0;28.0;151.0
DS;DIGI;STUNT;31/01/2018;22;9.0;33.0;21.0;32.0;174.0
DS;DIGI;STUNT;28/02/2018;3;1.0;18.0;13.0;24.0;121.0
DS;DIGI;STUNT;31/03/2018;10;3.0;13.0;19.0;30.0;136.0
DS;DIGI;STUNT;30/04/2018;3;2.0;7.0;23.0;38.0;80.0
DS;DIGI;STUNT;31/05/2018;10;6.0;8.0;20.0;33.0;112.0
DS;DIGI;STUNT;30/06/2018;17;14.0;27.0;24.0;31.0;175.0
DS;DIGI;STUNT;31/07/2018;13;10.0;19.0;23.0;30.0;104.0
DS;DIGI;STUNT;31/08/2018;21;14.0;28.0;25.0;31.0;163.0
DS;DIGI;STUNT;30/09/2018;16;13.0;22.0;43.0;40.0;124.0
DS;DIGI;STUNT;31/10/2018;24;14.0;41.0;34.0;32.0;173.0
DS;DIGI;STUNT;30/11/2018;19;13.0;27.0;21.0;32.0;136.0
DS;DIGI;STUNT;31/12/2018;17;10.0;30.0;24.0;39.0;157.0
DS;DIGI;STUNT;31/01/2019;14;6.0;26.0;17.0;31.0;126.0
DS;DIGI;STUNT;28/02/2019;10;6.0;13.0;23.0;33.0;64.0
DS;DIGI;STUNT;31/03/2019;4;2.0;7.0;33.0;38.0;50.0
DS;DIGI;STUNT;30/04/2019;6;3.0;6.0;28.0;41.0;42.0
DS;DIGI;STUNT;31/05/2019;43;32.0;50.0;37.0;49.0;199.0
DS;DIGI;STUNT;30/06/2019;63;28.0;85.0;35.0;41.0;312.0
DS;DIGI;STUNT;31/07/2019;27;17.0;40.0;27.0;34.0;200.0
DS;DIGI;STUNT;31/08/2019;46;22.0;62.0;52.0;41.0;253.0
DS;DIGI;STUNT;30/09/2019;37;24.0;46.0;75.0;46.0;230.0
DS;DIGI;STUNT;31/10/2019;50;21.0;64.0;54.0;36.0;259.0
DS;DIGI;STUNT;30/11/2019;67;45.0;72.0;33.0;42.0;276.0
DS;DIGI;STUNT;31/12/2019;34;7.0;52.0;13.0;17.0;269.0
DS;DIGI;STUNT;31/01/2020;55;25.0;78.0;5.0;6.0;297.0
DS;DIGI;STUNT;29/02/2020;60;23.0;71.0;16.0;18.0;272.0
DS;DIGI;STUNT;31/03/2020;118;31.0;159.0;11.0;14.0;1104.0
DS;DIGI;STUNT;30/04/2020;127;45.0;158.0;5.0;7.0;1180.0
DS;DIGI;STUNT;31/05/2020;50;20.0;57.0;4.0;5.0;441.0
DS;DIGI;STUNT;30/06/2020;30;7.0;38.0;5.0;9.0;250.0
DS;DIGI;STUNT;31/07/2020;21;8.0;33.0;1.0;1.0;285.0
DS;DIGI;STUNT;31/08/2020;14;3.0;26.0;2.0;3.0;148.0
DS;DIGI;TIE_IN;28/02/2015;1;0.0;0.0;1.0;0.0;1.0
DS;DIGI;TIE_IN;31/03/2015;0;0.0;0.0;2.0;2.0;3.0
DS;DIGI;TIE_IN;30/04/2015;0;0.0;0.0;0.0;0.0;3.0
DS;DIGI;TIE_IN;31/05/2015;1;0.0;0.0;1.0;0.0;2.0
DS;DIGI;TIE_IN;30/06/2015;0;0.0;0.0;0.0;0.0;3.0
DS;DIGI;TIE_IN;31/07/2015;0;0.0;0.0;2.0;2.0;21.0
DS;DIGI;TIE_IN;31/08/2015;1;0.0;1.0;1.0;1.0;17.0
DS;DIGI;TIE_IN;30/09/2015;0;0.0;0.0;0.0;0.0;7.0
DS;DIGI;TIE_IN;31/10/2015;0;0.0;0.0;0.0;0.0;3.0
DS;DIGI;TIE_IN;30/11/2015;0;0.0;1.0;0.0;1.0;0.0
DS;DIGI;TIE_IN;31/12/2015;0;0.0;0.0;0.0;2.0;1.0
DS;DIGI;TIE_IN;31/01/2016;0;0.0;0.0;0.0;0.0;0.0
DS;DIGI;TIE_IN;29/02/2016;0;0.0;0.0;2.0;2.0;1.0
DS;DIGI;TIE_IN;31/03/2016;0;0.0;0.0;0.0;0.0;2.0
DS;DIGI;TIE_IN;30/04/2016;0;0.0;0.0;4.0;4.0;4.0
DS;DIGI;TIE_IN;31/05/2016;3;2.0;5.0;3.0;3.0;27.0
DS;DIGI;TIE_IN;30/06/2016;6;3.0;11.0;2.0;4.0;19.0
DS;DIGI;TIE_IN;31/07/2016;1;0.0;4.0;1.0;1.0;20.0
DS;DIGI;TIE_IN;31/08/2016;2;1.0;5.0;2.0;3.0;22.0
DS;DIGI;TIE_IN;30/09/2016;5;1.0;6.0;0.0;1.0;32.0
DS;DIGI;TIE_IN;31/10/2016;1;0.0;0.0;2.0;1.0;0.0
DS;DIGI;TIE_IN;30/11/2016;3;1.0;4.0;2.0;3.0;46.0
DS;DIGI;TIE_IN;31/12/2016;5;1.0;7.0;4.0;2.0;18.0
DS;DIGI;TIE_IN;31/01/2017;1;0.0;2.0;0.0;0.0;11.0
DS;DIGI;TIE_IN;28/02/2017;1;0.0;2.0;1.0;1.0;9.0
DS;DIGI;TIE_IN;31/03/2017;0;0.0;0.0;0.0;0.0;11.0
DS;DIGI;TIE_IN;30/04/2017;1;0.0;2.0;1.0;1.0;9.0
DS;DIGI;TIE_IN;31/05/2017;1;0.0;0.0;1.0;0.0;2.0
DS;DIGI;TIE_IN;30/06/2017;0;0.0;0.0;0.0;0.0;0.0
DS;DIGI;TIE_IN;31/07/2017;0;0.0;0.0;0.0;0.0;0.0
DS;DIGI;TIE_IN;31/08/2017;0;0.0;0.0;0.0;0.0;0.0
DS;DIGI;TIE_IN;30/09/2017;1;0.0;0.0;1.0;0.0;1.0
DS;DIGI;TIE_IN;31/10/2017;0;0.0;0.0;0.0;0.0;3.0
DS;DIGI;TIE_IN;30/11/2017;0;0.0;0.0;0.0;0.0;0.0
DS;DIGI;TIE_IN;31/12/2017;0;0.0;0.0;0.0;0.0;0.0
DS;DIGI;TIE_IN;31/01/2018;0;0.0;0.0;0.0;0.0;2.0
DS;DIGI;TIE_IN;28/02/2018;0;0.0;0.0;0.0;0.0;1.0
DS;DIGI;TIE_IN;31/03/2018;0;0.0;0.0;0.0;0.0;2.0
DS;DIGI;TIE_IN;30/04/2018;0;0.0;0.0;0.0;0.0;1.0
DS;DIGI;TIE_IN;31/05/2018;0;0.0;0.0;0.0;0.0;0.0
DS;DIGI;TIE_IN;30/06/2018;0;0.0;0.0;0.0;0.0;1.0
DS;DIGI;TIE_IN;31/07/2018;0;0.0;0.0;0.0;0.0;0.0
DS;DIGI;TIE_IN;31/08/2018;0;0.0;0.0;0.0;0.0;1.0
DS;DIGI;TIE_IN;30/09/2018;0;0.0;0.0;0.0;0.0;0.0
DS;DIGI;TIE_IN;31/10/2018;0;0.0;0.0;0.0;0.0;1.0
DS;DIGI;TIE_IN;30/11/2018;1;0.0;0.0;1.0;0.0;2.0
DS;Fractions;BASE;31/03/2015;3;0.0;0.0;3.0;0.0;0.0
DS;Fractions;BASE;30/04/2015;2;0.0;0.0;4.0;1.0;0.0
DS;Fractions;BASE;31/05/2015;3;0.0;1.0;3.0;0.0;0.0
DS;Fractions;BASE;30/06/2015;4;0.0;1.0;5.0;0.0;0.0
DS;Fractions;BASE;31/07/2015;3;1.0;0.0;5.0;0.0;0.0
DS;Fractions;BASE;31/08/2015;8;1.0;4.0;6.0;3.0;1.0
DS;Fractions;BASE;30/09/2015;2;0.0;0.0;5.0;0.0;0.0
DS;Fractions;BASE;31/10/2015;3;0.0;0.0;3.0;0.0;1.0
DS;Fractions;BASE;30/11/2015;4;0.0;0.0;5.0;0.0;0.0
DS;Fractions;BASE;31/12/2015;3;0.0;0.0;2.0;1.0;0.0
DS;Fractions;BASE;31/01/2016;10;1.0;0.0;11.0;1.0;0.0
DS;Fractions;BASE;29/02/2016;7;2.0;3.0;5.0;2.0;0.0
DS;Fractions;BASE;31/03/2016;11;0.0;3.0;18.0;7.0;0.0
DS;Fractions;BASE;30/04/2016;13;2.0;6.0;13.0;5.0;0.0
DS;Fractions;BASE;31/05/2016;9;0.0;4.0;9.0;5.0;0.0
DS;Fractions;BASE;30/06/2016;7;0.0;2.0;4.0;1.0;0.0
DS;Fractions;BASE;31/07/2016;2;0.0;0.0;2.0;0.0;0.0
DS;Fractions;BASE;31/08/2016;2;0.0;1.0;2.0;1.0;0.0
DS;Fractions;BASE;30/09/2016;3;1.0;2.0;4.0;2.0;1.0
DS;Fractions;BASE;31/10/2016;3;0.0;1.0;3.0;1.0;0.0
DS;Fractions;BASE;30/11/2016;9;1.0;2.0;9.0;2.0;0.0
DS;Fractions;BASE;31/12/2016;5;0.0;1.0;6.0;2.0;0.0
DS;Fractions;BASE;31/01/2017;7;1.0;0.0;7.0;1.0;0.0
DS;Fractions;BASE;28/02/2017;11;1.0;5.0;10.0;4.0;0.0
DS;Fractions;BASE;31/03/2017;9;1.0;5.0;8.0;3.0;0.0
DS;Fractions;BASE;30/04/2017;8;0.0;0.0;10.0;3.0;0.0
DS;Fractions;BASE;31/05/2017;12;2.0;4.0;10.0;2.0;0.0
DS;Fractions;BASE;30/06/2017;3;0.0;1.0;3.0;2.0;0.0
DS;Fractions;BASE;31/07/2017;4;1.0;1.0;6.0;1.0;0.0
DS;Fractions;BASE;31/08/2017;7;3.0;2.0;2.0;1.0;0.0
DS;Fractions;BASE;30/09/2017;8;0.0;3.0;9.0;3.0;0.0
DS;Fractions;BASE;31/10/2017;7;0.0;3.0;8.0;4.0;0.0
DS;Fractions;BASE;30/11/2017;9;3.0;2.0;7.0;2.0;0.0
DS;Fractions;BASE;31/12/2017;8;0.0;4.0;8.0;2.0;0.0
DS;Fractions;BASE;31/01/2018;7;0.0;2.0;4.0;1.0;0.0
DS;Fractions;BASE;28/02/2018;1;0.0;0.0;6.0;4.0;0.0
DS;Fractions;BASE;31/03/2018;11;1.0;4.0;8.0;2.0;0.0
DS;Fractions;BASE;30/04/2018;8;0.0;2.0;7.0;1.0;0.0
DS;Fractions;BASE;31/05/2018;4;0.0;0.0;8.0;1.0;0.0
DS;Fractions;BASE;30/06/2018;7;0.0;0.0;3.0;0.0;1.0
DS;Fractions;BASE;31/07/2018;3;0.0;1.0;2.0;0.0;0.0
DS;Fractions;BASE;31/08/2018;1;0.0;1.0;2.0;1.0;0.0
DS;Fractions;BASE;30/09/2018;3;0.0;0.0;3.0;1.0;0.0
DS;Fractions;BASE;31/10/2018;2;0.0;0.0;2.0;0.0;0.0
DS;Fractions;BASE;30/11/2018;3;0.0;0.0;3.0;0.0;1.0
DS;Fractions;BASE;31/12/2018;1;0.0;0.0;1.0;0.0;0.0
DS;Fractions;BASE;31/01/2019;0;0.0;0.0;2.0;0.0;0.0
DS;Fractions;BASE;28/02/2019;5;1.0;1.0;3.0;0.0;0.0
DS;Fractions;BASE;31/03/2019;5;2.0;1.0;4.0;0.0;0.0
DS;Fractions;BASE;30/04/2019;3;0.0;2.0;4.0;2.0;0.0
DS;Fractions;BASE;31/05/2019;3;0.0;1.0;3.0;2.0;0.0
DS;Fractions;BASE;30/06/2019;4;2.0;1.0;5.0;2.0;0.0
DS;Fractions;BASE;31/07/2019;1;0.0;1.0;0.0;0.0;1.0
DS;Fractions;BASE;31/08/2019;5;2.0;1.0;5.0;2.0;0.0
DS;Fractions;BASE;30/09/2019;3;0.0;2.0;3.0;2.0;0.0
DS;Fractions;BASE;31/10/2019;5;0.0;3.0;3.0;0.0;1.0
DS;Fractions;BASE;30/11/2019;22;1.0;18.0;7.0;4.0;1.0
DS;Fractions;BASE;31/12/2019;5;0.0;0.0;17.0;14.0;0.0
DS;Fractions;BASE;31/01/2020;4;0.0;1.0;5.0;1.0;0.0
DS;Fractions;BASE;29/02/2020;3;0.0;1.0;1.0;0.0;0.0
DS;Fractions;BASE;31/03/2020;3;0.0;11.0;4.0;2.0;0.0
DS;Fractions;BASE;30/04/2020;1;0.0;3.0;2.0;0.0;0.0
DS;Fractions;BASE;31/05/2020;6;1.0;9.0;3.0;1.0;0.0
DS;Fractions;BASE;30/06/2020;4;1.0;5.0;3.0;0.0;0.0
DS;Fractions;BASE;31/07/2020;4;0.0;6.0;4.0;0.0;0.0
DS;Fractions;BASE;31/08/2020;1;0.0;7.0;2.0;0.0;0.0
DS;Fractions;BASE;30/09/2020;1;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/03/2015;1;0.0;1.0;1.0;1.0;0.0
DS;Fractions;PROMO;30/04/2015;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/05/2015;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;30/06/2015;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/07/2015;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/08/2015;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;30/09/2015;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;31/10/2015;0;0.0;0.0;0.0;0.0;0.0
DS;Fractions;PROMO;30/11/2015;0;0.0;0.0;0.0;0.0;0.0
