brand;package;type;startdatum;inflow;inflow_winback;inflow_transformers;outflow_switchers;outflow_transformers;inflow_regular
GVA;Print_full;BASE;31/05/2018;4;0.0;525.0;6.0;19.0;38.0
GVA;Print_full;BASE;30/06/2018;4;0.0;611.0;3.0;13.0;50.0
GVA;Print_full;BASE;31/07/2018;4;0.0;513.0;5.0;13.0;39.0
GVA;Print_full;BASE;31/08/2018;6;0.0;520.0;7.0;12.0;32.0
GVA;Print_full;BASE;30/09/2018;4;0.0;477.0;8.0;20.0;41.0
GVA;Print_full;BASE;31/10/2018;10;2.0;599.0;3.0;10.0;24.0
GVA;Print_full;BASE;30/11/2018;3;0.0;682.0;7.0;12.0;22.0
GVA;Print_full;BASE;31/12/2018;2;0.0;631.0;4.0;15.0;18.0
GVA;Print_full;BASE;31/01/2019;9;2.0;538.0;2.0;13.0;33.0
GVA;Print_full;BASE;28/02/2019;5;0.0;526.0;5.0;10.0;20.0
GVA;Print_full;BASE;31/03/2019;4;1.0;578.0;5.0;14.0;25.0
GVA;Print_full;BASE;30/04/2019;2;0.0;477.0;4.0;22.0;24.0
GVA;Print_full;BASE;31/05/2019;4;0.0;429.0;4.0;6.0;26.0
GVA;Print_full;BASE;30/06/2019;2;0.0;410.0;2.0;9.0;22.0
GVA;Print_full;BASE;31/07/2019;3;1.0;476.0;3.0;11.0;29.0
GVA;Print_full;BASE;31/08/2019;3;2.0;430.0;3.0;5.0;17.0
GVA;Print_full;BASE;30/09/2019;3;0.0;433.0;4.0;11.0;17.0
GVA;Print_full;BASE;31/10/2019;6;0.0;508.0;8.0;13.0;40.0
GVA;Print_full;BASE;30/11/2019;3;0.0;399.0;1.0;10.0;10.0
GVA;Print_full;BASE;31/12/2019;5;1.0;333.0;4.0;6.0;34.0
GVA;Print_full;BASE;31/01/2020;4;1.0;244.0;7.0;12.0;47.0
GVA;Print_full;BASE;29/02/2020;3;0.0;280.0;3.0;9.0;19.0
GVA;Print_full;BASE;31/03/2020;7;1.0;385.0;3.0;12.0;37.0
GVA;Print_full;BASE;30/04/2020;5;1.0;433.0;5.0;16.0;28.0
GVA;Print_full;BASE;31/05/2020;11;0.0;466.0;9.0;11.0;21.0
GVA;Print_full;BASE;30/06/2020;1;0.0;443.0;1.0;4.0;19.0
GVA;Print_full;BASE;31/07/2020;8;2.0;380.0;7.0;5.0;24.0
GVA;Print_full;BASE;31/08/2020;6;0.0;234.0;4.0;2.0;16.0
GVA;Print_full;PROMO;31/01/2015;1;0.0;116.0;1.0;2.0;297.0
GVA;Print_full;PROMO;28/02/2015;3;0.0;167.0;7.0;23.0;22.0
GVA;Print_full;PROMO;31/03/2015;6;0.0;170.0;6.0;39.0;81.0
GVA;Print_full;PROMO;30/04/2015;1;0.0;209.0;7.0;64.0;24.0
GVA;Print_full;PROMO;31/05/2015;1;0.0;118.0;13.0;73.0;2.0
GVA;Print_full;PROMO;30/06/2015;5;1.0;117.0;14.0;87.0;59.0
GVA;Print_full;PROMO;31/07/2015;0;0.0;174.0;12.0;80.0;77.0
GVA;Print_full;PROMO;31/08/2015;7;1.0;188.0;15.0;76.0;117.0
GVA;Print_full;PROMO;30/09/2015;6;2.0;229.0;9.0;81.0;51.0
GVA;Print_full;PROMO;31/10/2015;2;1.0;254.0;8.0;90.0;47.0
GVA;Print_full;PROMO;30/11/2015;0;0.0;221.0;5.0;77.0;42.0
GVA;Print_full;PROMO;31/12/2015;4;2.0;258.0;7.0;87.0;183.0
GVA;Print_full;PROMO;31/01/2016;7;3.0;617.0;12.0;111.0;202.0
GVA;Print_full;PROMO;29/02/2016;13;3.0;711.0;19.0;99.0;126.0
GVA;Print_full;PROMO;31/03/2016;28;4.0;613.0;32.0;117.0;126.0
GVA;Print_full;PROMO;30/04/2016;11;2.0;572.0;20.0;99.0;57.0
GVA;Print_full;PROMO;31/05/2016;5;0.0;517.0;14.0;119.0;41.0
GVA;Print_full;PROMO;30/06/2016;7;0.0;693.0;10.0;66.0;73.0
GVA;Print_full;PROMO;31/07/2016;1;0.0;634.0;9.0;70.0;105.0
GVA;Print_full;PROMO;31/08/2016;9;2.0;662.0;12.0;69.0;195.0
GVA;Print_full;PROMO;30/09/2016;9;4.0;492.0;11.0;70.0;134.0
GVA;Print_full;PROMO;31/10/2016;7;1.0;373.0;11.0;90.0;78.0
GVA;Print_full;PROMO;30/11/2016;2;2.0;359.0;3.0;72.0;37.0
GVA;Print_full;PROMO;31/12/2016;8;3.0;651.0;3.0;68.0;96.0
GVA;Print_full;PROMO;31/01/2017;13;3.0;568.0;10.0;85.0;130.0
GVA;Print_full;PROMO;28/02/2017;11;5.0;476.0;15.0;75.0;106.0
GVA;Print_full;PROMO;31/03/2017;9;2.0;483.0;9.0;69.0;117.0
GVA;Print_full;PROMO;30/04/2017;11;3.0;336.0;9.0;72.0;84.0
GVA;Print_full;PROMO;31/05/2017;2;0.0;253.0;2.0;86.0;72.0
GVA;Print_full;PROMO;30/06/2017;4;1.0;252.0;13.0;74.0;66.0
GVA;Print_full;PROMO;31/07/2017;9;3.0;251.0;12.0;48.0;36.0
GVA;Print_full;PROMO;31/08/2017;7;2.0;299.0;10.0;53.0;82.0
GVA;Print_full;PROMO;30/09/2017;5;1.0;282.0;11.0;58.0;87.0
GVA;Print_full;PROMO;31/10/2017;5;1.0;261.0;7.0;66.0;57.0
GVA;Print_full;PROMO;30/11/2017;7;0.0;237.0;13.0;57.0;58.0
GVA;Print_full;PROMO;31/12/2017;18;7.0;300.0;11.0;60.0;269.0
GVA;Print_full;PROMO;31/01/2018;22;8.0;429.0;8.0;84.0;553.0
GVA;Print_full;PROMO;28/02/2018;14;3.0;312.0;10.0;60.0;193.0
GVA;Print_full;PROMO;31/03/2018;15;4.0;324.0;10.0;82.0;156.0
GVA;Print_full;PROMO;30/04/2018;12;6.0;232.0;12.0;81.0;80.0
GVA;Print_full;PROMO;31/05/2018;5;0.0;187.0;8.0;102.0;67.0
GVA;Print_full;PROMO;30/06/2018;12;3.0;198.0;9.0;80.0;82.0
GVA;Print_full;PROMO;31/07/2018;11;5.0;243.0;9.0;56.0;41.0
GVA;Print_full;PROMO;31/08/2018;9;4.0;284.0;10.0;77.0;124.0
GVA;Print_full;PROMO;30/09/2018;19;7.0;294.0;14.0;54.0;108.0
GVA;Print_full;PROMO;31/10/2018;11;3.0;287.0;10.0;44.0;72.0
GVA;Print_full;PROMO;30/11/2018;9;0.0;206.0;16.0;55.0;68.0
GVA;Print_full;PROMO;31/12/2018;15;5.0;311.0;16.0;46.0;104.0
GVA;Print_full;PROMO;31/01/2019;24;9.0;417.0;12.0;60.0;200.0
GVA;Print_full;PROMO;28/02/2019;18;5.0;269.0;12.0;49.0;127.0
GVA;Print_full;PROMO;31/03/2019;10;4.0;234.0;14.0;57.0;61.0
GVA;Print_full;PROMO;30/04/2019;6;3.0;178.0;13.0;56.0;40.0
GVA;Print_full;PROMO;31/05/2019;5;0.0;217.0;5.0;55.0;45.0
GVA;Print_full;PROMO;30/06/2019;6;3.0;197.0;11.0;26.0;33.0
GVA;Print_full;PROMO;31/07/2019;17;2.0;277.0;32.0;55.0;53.0
GVA;Print_full;PROMO;31/08/2019;17;7.0;228.0;15.0;41.0;138.0
GVA;Print_full;PROMO;30/09/2019;14;6.0;216.0;11.0;27.0;83.0
GVA;Print_full;PROMO;31/10/2019;20;7.0;221.0;10.0;24.0;46.0
GVA;Print_full;PROMO;30/11/2019;6;3.0;143.0;6.0;49.0;28.0
GVA;Print_full;PROMO;31/12/2019;7;2.0;173.0;5.0;31.0;80.0
GVA;Print_full;PROMO;31/01/2020;12;2.0;202.0;8.0;51.0;183.0
GVA;Print_full;PROMO;29/02/2020;18;4.0;220.0;8.0;38.0;120.0
GVA;Print_full;PROMO;31/03/2020;17;3.0;251.0;8.0;28.0;181.0
GVA;Print_full;PROMO;30/04/2020;23;10.0;240.0;7.0;27.0;195.0
GVA;Print_full;PROMO;31/05/2020;19;4.0;185.0;6.0;17.0;164.0
GVA;Print_full;PROMO;30/06/2020;18;5.0;175.0;8.0;11.0;89.0
GVA;Print_full;PROMO;31/07/2020;9;0.0;228.0;4.0;7.0;62.0
GVA;Print_full;PROMO;31/08/2020;17;2.0;166.0;6.0;2.0;87.0
GVA;Print_full;TIE_IN;28/02/2015;3;0.0;1.0;2.0;2.0;25.0
GVA;Print_full;TIE_IN;31/03/2015;0;0.0;1.0;2.0;13.0;109.0
GVA;Print_full;TIE_IN;30/04/2015;4;1.0;5.0;6.0;22.0;200.0
GVA;Print_full;TIE_IN;31/05/2015;2;1.0;7.0;1.0;14.0;125.0
GVA;Print_full;TIE_IN;30/06/2015;2;0.0;14.0;5.0;22.0;141.0
GVA;Print_full;TIE_IN;31/07/2015;3;0.0;10.0;4.0;24.0;90.0
GVA;Print_full;TIE_IN;31/08/2015;2;0.0;6.0;4.0;12.0;50.0
GVA;Print_full;TIE_IN;30/09/2015;0;0.0;12.0;0.0;20.0;147.0
GVA;Print_full;TIE_IN;31/10/2015;7;3.0;45.0;2.0;13.0;330.0
GVA;Print_full;TIE_IN;30/11/2015;0;0.0;34.0;5.0;6.0;188.0
GVA;Print_full;TIE_IN;31/12/2015;2;1.0;22.0;2.0;10.0;96.0
GVA;Print_full;TIE_IN;31/01/2016;3;2.0;14.0;1.0;10.0;49.0
GVA;Print_full;TIE_IN;29/02/2016;0;0.0;6.0;3.0;25.0;35.0
GVA;Print_full;TIE_IN;31/03/2016;0;0.0;10.0;2.0;23.0;14.0
GVA;Print_full;TIE_IN;30/04/2016;0;0.0;17.0;4.0;22.0;20.0
GVA;Print_full;TIE_IN;31/05/2016;2;1.0;41.0;1.0;13.0;186.0
GVA;Print_full;TIE_IN;30/06/2016;1;0.0;58.0;1.0;12.0;150.0
GVA;Print_full;TIE_IN;31/07/2016;1;0.0;46.0;1.0;10.0;146.0
GVA;Print_full;TIE_IN;31/08/2016;3;0.0;30.0;3.0;15.0;84.0
GVA;Print_full;TIE_IN;30/09/2016;2;0.0;16.0;2.0;21.0;64.0
GVA;Print_full;TIE_IN;31/10/2016;2;0.0;34.0;1.0;11.0;181.0
GVA;Print_full;TIE_IN;30/11/2016;4;2.0;102.0;2.0;22.0;292.0
GVA;Print_full;TIE_IN;31/12/2016;3;1.0;114.0;4.0;18.0;213.0
GVA;Print_full;TIE_IN;31/01/2017;4;1.0;76.0;4.0;21.0;137.0
GVA;Print_full;TIE_IN;28/02/2017;2;0.0;34.0;3.0;13.0;101.0
GVA;Print_full;TIE_IN;31/03/2017;3;2.0;47.0;2.0;9.0;230.0
GVA;Print_full;TIE_IN;30/04/2017;7;0.0;42.0;8.0;16.0;168.0
GVA;Print_full;TIE_IN;31/05/2017;6;4.0;38.0;1.0;9.0;85.0
GVA;Print_full;TIE_IN;30/06/2017;1;0.0;22.0;0.0;4.0;63.0
GVA;Print_full;TIE_IN;31/07/2017;1;0.0;12.0;2.0;7.0;47.0
GVA;Print_full;TIE_IN;31/08/2017;0;0.0;15.0;1.0;5.0;54.0
GVA;Print_full;TIE_IN;30/09/2017;1;0.0;24.0;1.0;5.0;65.0
GVA;Print_full;TIE_IN;31/10/2017;6;2.0;38.0;2.0;5.0;158.0
GVA;Print_full;TIE_IN;30/11/2017;1;0.0;56.0;0.0;4.0;143.0
GVA;Print_full;TIE_IN;31/12/2017;1;0.0;43.0;0.0;5.0;82.0
GVA;Print_full;TIE_IN;31/01/2018;1;0.0;30.0;1.0;4.0;61.0
GVA;Print_full;TIE_IN;28/02/2018;2;0.0;22.0;1.0;8.0;35.0
GVA;Print_full;TIE_IN;31/03/2018;1;0.0;14.0;0.0;6.0;48.0
GVA;Print_full;TIE_IN;30/04/2018;0;0.0;11.0;0.0;10.0;17.0
GVA;Print_full;TIE_IN;31/05/2018;2;1.0;14.0;1.0;3.0;47.0
GVA;Print_full;TIE_IN;30/06/2018;2;0.0;18.0;2.0;4.0;35.0
GVA;Print_full;TIE_IN;31/07/2018;0;0.0;18.0;0.0;3.0;30.0
GVA;Print_full;TIE_IN;31/08/2018;0;0.0;16.0;1.0;5.0;23.0
GVA;Print_full;TIE_IN;30/09/2018;0;0.0;10.0;0.0;5.0;36.0
GVA;Print_full;TIE_IN;31/10/2018;0;0.0;19.0;0.0;2.0;38.0
GVA;Print_full;TIE_IN;30/11/2018;5;0.0;19.0;3.0;2.0;60.0
GVA;Print_full;TIE_IN;31/12/2018;4;0.0;47.0;4.0;8.0;61.0
GVA;Print_full;TIE_IN;31/01/2019;2;0.0;38.0;3.0;10.0;72.0
GVA;Print_full;TIE_IN;28/02/2019;2;0.0;31.0;1.0;5.0;45.0
GVA;Print_full;TIE_IN;31/03/2019;0;0.0;20.0;1.0;2.0;35.0
GVA;Print_full;TIE_IN;30/04/2019;1;0.0;15.0;1.0;7.0;41.0
GVA;Print_full;TIE_IN;31/05/2019;1;1.0;18.0;0.0;4.0;36.0
GVA;Print_full;TIE_IN;30/06/2019;2;2.0;20.0;1.0;5.0;25.0
GVA;Print_full;TIE_IN;31/07/2019;0;0.0;18.0;1.0;3.0;29.0
GVA;Print_full;TIE_IN;31/08/2019;0;0.0;17.0;0.0;1.0;31.0
GVA;Print_full;TIE_IN;30/09/2019;1;0.0;9.0;2.0;3.0;26.0
GVA;Print_full;TIE_IN;31/10/2019;3;0.0;22.0;2.0;4.0;28.0
GVA;Print_full;TIE_IN;30/11/2019;0;0.0;28.0;2.0;6.0;20.0
GVA;Print_full;TIE_IN;31/12/2019;2;0.0;21.0;2.0;5.0;28.0
GVA;Print_full;TIE_IN;31/01/2020;2;2.0;52.0;0.0;5.0;60.0
GVA;Print_full;TIE_IN;29/02/2020;3;1.0;44.0;2.0;2.0;33.0
GVA;Print_full;TIE_IN;31/03/2020;1;0.0;23.0;0.0;2.0;25.0
GVA;Print_full;TIE_IN;30/04/2020;0;0.0;15.0;0.0;2.0;18.0
GVA;Print_full;TIE_IN;31/05/2020;0;0.0;20.0;0.0;0.0;15.0
GVA;Print_full;TIE_IN;30/06/2020;1;0.0;26.0;1.0;3.0;23.0
GVA;Print_full;TIE_IN;31/07/2020;0;0.0;20.0;0.0;0.0;18.0
GVA;Print_full;TIE_IN;31/08/2020;1;0.0;5.0;1.0;3.0;16.0
GVA;Weekend;BASE;31/01/2015;2;0.0;2.0;2.0;2.0;0.0
GVA;Weekend;BASE;28/02/2015;2;0.0;0.0;3.0;1.0;0.0
GVA;Weekend;BASE;31/03/2015;4;0.0;2.0;4.0;2.0;0.0
GVA;Weekend;BASE;30/04/2015;2;0.0;5.0;4.0;4.0;0.0
GVA;Weekend;BASE;31/05/2015;3;1.0;21.0;6.0;10.0;0.0
GVA;Weekend;BASE;30/06/2015;1;1.0;2.0;0.0;4.0;1.0
GVA;Weekend;BASE;31/07/2015;3;1.0;3.0;6.0;5.0;3.0
GVA;Weekend;BASE;31/08/2015;2;0.0;6.0;5.0;5.0;6.0
GVA;Weekend;BASE;30/09/2015;7;2.0;2.0;7.0;1.0;10.0
GVA;Weekend;BASE;31/10/2015;0;0.0;5.0;3.0;1.0;3.0
GVA;Weekend;BASE;30/11/2015;4;0.0;12.0;6.0;1.0;3.0
GVA;Weekend;BASE;31/12/2015;6;3.0;8.0;5.0;2.0;78.0
GVA;Weekend;BASE;31/01/2016;9;4.0;25.0;5.0;3.0;78.0
GVA;Weekend;BASE;29/02/2016;4;0.0;8.0;5.0;5.0;9.0
GVA;Weekend;BASE;31/03/2016;3;0.0;10.0;5.0;4.0;8.0
GVA;Weekend;BASE;30/04/2016;5;2.0;7.0;4.0;2.0;8.0
GVA;Weekend;BASE;31/05/2016;2;0.0;5.0;6.0;4.0;3.0
GVA;Weekend;BASE;30/06/2016;4;0.0;10.0;6.0;3.0;2.0
GVA;Weekend;BASE;31/07/2016;3;1.0;5.0;4.0;3.0;3.0
GVA;Weekend;BASE;31/08/2016;3;0.0;4.0;7.0;1.0;3.0
GVA;Weekend;BASE;30/09/2016;4;2.0;7.0;5.0;3.0;7.0
GVA;Weekend;BASE;31/10/2016;6;1.0;10.0;2.0;3.0;5.0
GVA;Weekend;BASE;30/11/2016;5;1.0;7.0;5.0;3.0;13.0
GVA;Weekend;BASE;31/12/2016;9;2.0;13.0;7.0;5.0;16.0
GVA;Weekend;BASE;31/01/2017;5;1.0;5.0;5.0;1.0;11.0
GVA;Weekend;BASE;28/02/2017;7;0.0;5.0;7.0;0.0;6.0
GVA;Weekend;BASE;31/03/2017;4;0.0;11.0;4.0;2.0;6.0
GVA;Weekend;BASE;30/04/2017;2;0.0;9.0;3.0;3.0;1.0
GVA;Weekend;BASE;31/05/2017;3;0.0;10.0;3.0;1.0;5.0
GVA;Weekend;BASE;30/06/2017;6;0.0;9.0;5.0;4.0;0.0
GVA;Weekend;BASE;31/07/2017;4;0.0;9.0;5.0;7.0;1.0
GVA;Weekend;BASE;31/08/2017;2;0.0;8.0;0.0;0.0;3.0
GVA;Weekend;BASE;30/09/2017;4;0.0;6.0;4.0;3.0;7.0
GVA;Weekend;BASE;31/10/2017;4;1.0;6.0;0.0;0.0;9.0
GVA;Weekend;BASE;30/11/2017;3;0.0;6.0;4.0;1.0;4.0
GVA;Weekend;BASE;31/12/2017;4;0.0;6.0;5.0;2.0;12.0
GVA;Weekend;BASE;31/01/2018;6;0.0;10.0;9.0;5.0;6.0
GVA;Weekend;BASE;28/02/2018;3;0.0;9.0;2.0;2.0;5.0
GVA;Weekend;BASE;31/03/2018;4;1.0;14.0;1.0;1.0;6.0
GVA;Weekend;BASE;30/04/2018;2;0.0;3.0;2.0;2.0;4.0
GVA;Weekend;BASE;31/05/2018;4;0.0;6.0;5.0;4.0;4.0
GVA;Weekend;BASE;30/06/2018;5;2.0;5.0;4.0;2.0;5.0
GVA;Weekend;BASE;31/07/2018;3;0.0;5.0;3.0;2.0;4.0
GVA;Weekend;BASE;31/08/2018;1;0.0;3.0;0.0;3.0;2.0
GVA;Weekend;BASE;30/09/2018;3;0.0;6.0;3.0;3.0;11.0
GVA;Weekend;BASE;31/10/2018;6;1.0;6.0;6.0;3.0;3.0
GVA;Weekend;BASE;30/11/2018;4;1.0;7.0;2.0;4.0;3.0
GVA;Weekend;BASE;31/12/2018;1;0.0;5.0;4.0;3.0;4.0
GVA;Weekend;BASE;31/01/2019;6;0.0;7.0;2.0;3.0;10.0
GVA;Weekend;BASE;28/02/2019;1;0.0;5.0;3.0;2.0;5.0
